num=500,forest-01,denseresidential-55,intersection-07,denseresidential-53,buildings-94,buildings-20,denseresidential-07,denseresidential-19,river-37,denseresidential-62,
intersection-79,0.631256,0.494583,0.460861,0.524902,0.486649,0.458603,0.482697,0.459122,0.581665,0.502441,
forest-40,0.317398,0.274963,0.274673,0.285950,0.379730,0.290833,0.288055,0.288757,0.228348,0.256165,
denseresidential-33,0.740921,0.468155,0.198776,0.569260,0.195541,0.199234,0.171295,0.290588,0.486465,0.271393,
buildings-91,1.146286,0.476059,0.507553,0.461853,0.267075,0.793076,0.546524,0.462662,0.747971,0.459518,
intersection-32,1.036804,0.386520,0.441711,0.390137,0.302734,0.659836,0.516296,0.493759,0.725922,0.357285,
buildings-45,1.122375,0.434280,0.572937,0.346771,0.270874,0.594559,0.593643,0.380920,0.557159,0.564896,
intersection-56,0.813446,0.399536,0.319000,0.457108,0.241592,0.472015,0.382553,0.447464,0.644745,0.300461,
denseresidential-12,0.453888,0.249451,0.210220,0.259766,0.276428,0.195816,0.205215,0.239105,0.243652,0.220444,
forest-38,0.243698,0.262375,0.229858,0.269043,0.345139,0.241791,0.236786,0.260864,0.193420,0.231567,
forest-08,0.545135,0.296143,0.305634,0.311813,0.341339,0.415588,0.417419,0.422699,0.468750,0.292847,
forest-37,0.231400,0.269562,0.233490,0.275467,0.353638,0.245483,0.237595,0.264282,0.194778,0.238251,
